Title,Company,Experience,Location,Skills,Summary
Office Assistance,MyCitySurat,1 to 2 Yrs,Surat,"Skills :office management, back office management, good communication skill, computer knowledge",Candidate should be B.com. Should have minimum 1-2 years of experience in same field. Should have knowledge of Back office management. Job timing : 9:30am - 7:00pm. Salary : Upto
Personal Assistance,MyCitySurat,0 to 1 Yr,Surat,"Skills :drafting, ms office, market research, email, rep","Candidate should be Graduate. Should have good command over English. Should have good knowledge in MS Office, Email Drafting, Work Reporting, Client Calling, Market Research. Job Timing : 9:30am -"
PHP Developer,MyCitySurat,0 to 1 Yr,Surat,"Skills :PHP, Laravel, CI, Jquery, MVC","Candidate should be Graduate or above (BCA, MCA, B.Sc. IT, M.Sc. IT, B.E.). Should have minimum 6 months of experience. Should have working experience in WordPress, Codeignater, Opencart Framework. Job"
PHP Developer,MyCitySurat,1 Yrs,Surat,"Skills :php, mysql, c, e php, w","Candidate should be Graduate or Above (B.E. IT, B.Tech, M.Sc. IT, MCA, BCA, Other). Should have minimum 1 years of experience. Should have knowledge of Core PHP and MySQL. Knowledge"
PHP Developer,MyCitySurat,1 Yrs,Surat,"Skills :php, oop, mysql, design, jquery","Candidate should be Diploma/B.Tech/M.Tech. Should have expert Level expertise in Core PHP with minimum 1 year of experience in live projects. Should have strong knowledge of Core PHP, Jquery and"
Quality Assurance,MyCitySurat,2 to 3 Yrs,Surat,"Skills :Quality Assurance, Quality Control, Computer Knowledge","Candidate should be B.Sc, M.Sc, B.Pharm, M.Pharm. Should have 2-3 years of experience in same field. Job Timing : 8:30am - 5:00pm. Salary : Upto Rs.15000/-PM. ,"
React Native Developer,MyCitySurat,0 to 2 Yrs,Surat,"Skills :Java Script, jQuery, AJAX, HTML, CSS","Candidate should be Graduate (BCA, MCA, B.Sc. IT, M.Sc. IT, B.E.). Should have minimum 6 months to 2 years of experience. Job timing : 10:00am - 7:00pm. Salary : Rs."
Relationship Officer,MyCitySurat,1 Yrs,Surat,"Skills :sales, business development, good communication skill, good personality",Candidate should be Graduate or Above. Should have 1 year of experience in Marketing Field. Male / Female both can apply. Job Timing : 9.30AM to 6.30PM. Salary : Rs.15000/-PM
Sales / Marketing Executive,MyCitySurat,1 Yrs,Surat,"Skills :sales, business development, marketing, good communication skill, good personality",Candidate should be HSC or Graduate. Should have 6 months or 1 year of experience in Sales & Marketing Field. Job Timing : 9:00am to 7:00pm. Salary : Negotiable as
Sales & Marketing Executive,MyCitySurat,2 to 5 Yrs,Surat,"Skills :operations, communication skills,","Candidate should be Graduate. Should have 2 to 10 years of experience. (Oil Based) Job Timing: 9:30am to 7:30pm. Salary: No bar for the right candidate. ,"
Sales & Marketing Trainer,MyCitySurat,1 to 2 Yrs,Surat,"Skills :operations, communication skills,","Candidate should Graduate. Should have Minimum 1 year experience in same field. Job Timing : 9:00am - 6:00pm. Salary : Rs.8000/- to 11000/-PM. ,"
Sales Development Officer,MyCitySurat,2 to 3 Yrs,Surat,"Skills :sales, operations,",Should have at least 2 - 3 years experience in the FMCG field. Should be able to lead a team of 4 - 6 sales representatives. Job Timing : 9:00am
Sales Engineer,MyCitySurat,1 to 3 Yrs,Surat,"Skills :automation, operations,",Candidate should be Diploma in Electrical/Electronics. Should have minimum 1 years of experience as sales engineer in Electrical/Automation Sales. Sales Area: Bharuch to Vapi. Job timing : 9:30am - 6:30pm.
Sales Executive,MyCitySurat,1 Yrs,Surat,"Skills :sales, business development, good communication skill, good personality",Candidate should be Graduate or Above. Should have 1 year of experience in Sales Field. Job Timing : 9.45AM to 7.30PM. Salary : Starting from Rs. 10000/- PM + Incentive.
Sales Executive,MyCitySurat,0 to 1 Yr,Surat,"Skills :operations, communications",Candidate should be Graduate. Should have good personality and very good command over Hindi & English. Two wheeler is must. Freshers can also apply. Job Timing : 10:00am - 7:00pm.
Unity Game Developer,MyCitySurat,0 to 3 Yrs,Surat,"Skills :Java Script, jQuery, AJAX, HTML, CSS","Candidate should be BCA, MCA, Diploma in IT / CE, BE in IT / CE. Should have 0-3 years of experience in same field. Job Timing : 9:00am - 6:30pm."
Xamarin Developer,MyCitySurat,0 to 1 Yr,Surat,"Skills :Java Script, jQuery, AJAX, HTML, CSS","Candidate Should be Graduate or Diploma. Should have 0-1 year of experience in same field. Job Timing : 11.00AM to 8.00PM. Salary : Upto Rs.15000/-PM. ,"
Sales Executive,MyCitySurat,2 to 3 Yrs,Surat,"Skills :salary, timing","Candidate should be Graduate. Should have 2-3 years of experience in FMCG Industry. Job Timing : 9:30am - 6:30pm. Salary : Rs. 15000/- to 20000/- PM. ,"
Sales Executive,MyCitySurat,1 to 3 Yrs,Surat,"Skills :english, communication skills,","Candidate should be Graduate. Should have good personality, Good Communication skills, good command over Hindi & English. Two wheeler is must. Job Timing : 10:00am - 7:00pm. Salary : Upto"
Wordpress Developers,MyCitySurat,1 Yrs,Surat,"Skills :w, dpress, good communication skill, theme development, Plugin Development","Candidate should be IT Graduate. Should have minimum 1 year experience in same field. Must have good knowledge of Theme Development, Plugin Development and able to do core contribution to"
Wordpress Developer,MyCitySurat,1 to 2 Yrs,Surat,"Skills :php, ajax, lamp, oops, linux","Candidate should be Diploma/B.Tech/M.Tech. Should have hands on experience on WordPress, understanding of hooks, filters. Create WordPress themes and plug-in. Should have strong coding understanding of Core PHP, Jquery and"
"Visa Counsellor, Female",MyCitySurat,1 Yrs,Surat,"Skills :excellent comminication skill, knowledge of computer, Counselling skills","Candidate should be Any Graduate. Must have good communication skill. Should have minimum 1 year of experience. Job Timing : 10.00AM to 6.00PM. Salary : Upto Rs.15000/-PM. ,"
Unity Developer,MyCitySurat,0 to 1 Yr,Surat,"Skills :c, ui, ios, gui, design","Should have strong knowledge of Unity, Object-oriented design, design patterns. Experience with User Session Management, Multiplayer game development, Scripting, Textures, Animation, GUI design, Asset bundles and Materials/Shaders. Excellent knowledge of"
"Telecaller, Female",MyCitySurat,0 to 1 Yr,Surat,"Skills :telecalling, pleasant personality  Smart, computer knowledge","Candidate should be HSC or Above. Should have 6 months of experience as Telecalling. Job Timing : 9:30am - 6:30pm. Salary : Upto Rs.10000/-PM. ,"
Telecaller,MyCitySurat,0 to 1 Yr,Surat,"Skills :telecalling, pleasant personality  Smart, computer knowledge","Candidates should be Graduate or Above. Should have 0-6 months of experience as Telecalling. Job Timing : 10:00am - 8:00pm. Salary : Upto Rs.10000/- PM. ,"
"Tele-Sales Executive, Female",MyCitySurat,1 Yrs,Surat,"Skills :telecalling, pleasant personality  Smart, computer knowledge","Candidate should be HSC or Graduate. Should have minimum 1 year of experience as Telecalling.(IT Field preferable) Job Timing : 9.00AM to 7.00PM. Salary : Rs.8000/- to 10000/-PM. ,"
Teacher,MyCitySurat,1 to 3 Yrs,Surat,"Skills :teaching, pleasant personality  Smart, computer knowledge","Candidate should Graduated. Should have minimum 1-3 years of experience in Teaching Filed. Job Timing: 8:30am - 2:30pm. Salary: Upto Rs.8000/-PM. ,"
"Tally Accountant, Female",MyCitySurat,2 to 3 Yrs,Surat,"Skills :knowledge of Tally with GST, Accounting knowledge",Candidate should be HSC. Should have 2-3 years of experience in same field. Should have knowledge of Tally with GST. Job Timing : 9.00AM to 7.00PM. Salary : Upto Rs.15000/-PM.
Store In-Charge,MyCitySurat,1 to 2 Yrs,Surat,"Skills :es, material management, St, Invent, y Management","Candidate should be Graduate/Automobile. Should have 1 to 2 years of experience as store in-charge. Job Timing : 9:00am - 7:00pm. Salary: Upto Rs.15000/-PM. ,"
Sr. Sales Engineer,MyCitySurat,1 Yrs,Surat,"Skills :sales, business development, good communication skill, good personality",Candidate should be Diploma in Electrical/Electronics. Should have minimum 1 years of experience as sales engineer in Electrical/Automation Sales. Sales Area: Bharuch to Vapi. Job timing : 9:30am - 6:30pm.
Business Development Executive,EquityPandit Financial Services Pvt. Ltd,0 to 1 Yr,Surat,"Skills :sales, marketing, relations, business, customer",Excellent Opportunity for those who are looking for a company where they can Earn as much as they want. It is a company which is a BRAND in the industry.
Software Developer,MyCitySurat,1 Yrs,Surat,"Skills :C, CSS3, Visual Basic NET, HTML5, ASPNET framew","Candidate should be IT Graduate. Should have 1 year of experience in same field. Should have Knowledge of the C#, Visual Basic .NET, HTML5, CSS3, ASP.NET framework and SQL Server."
Software Developer,MyCitySurat,2 to 4 Yrs,Surat,"Skills :ssrs, rest, nosql, jquery, bootstrap","Candidate should be Graduate or above (BCA, MCA, B.Sc. IT, M.Sc. IT, B.E.). Should have 2-4 years of experience in same field. Should have knowledge of REST APIs, Google APIs,"
Software Developer,MyCitySurat,0 to 1 Yr,Surat,"Skills :sc, php, net, asp, java","Candidate should be Graduate or above (BCA, MCA, B.Sc. IT, M.Sc. IT, B.E.). Should have 6 months to 1 year of experience in PHP, ASP.Net, JAVA, HTML. Job Timing :"
Social Media Manager,MyCitySurat,1 to 4 Yrs,Surat,"Skills :sales, management, social media, communication, planning","Candidate should be Graduate or above and having minimum 1 year of experience in same field. Job Description : Deliberate planning and goal setting, Development of brand awareness and online"
Social Media Executive,MyCitySurat,1 Yrs,Surat,"Skills :writing, scheduling, social media, writing skills, content writing","Candidate should be Graduate. Should have minimum 1 year of experience in Social Media Field. Should have knowledge of Social Media Scheduling, Content Writing Skills, Design Concepts Finalization, etc. Job"
Service Engineer,MyCitySurat,0 to 1 Yr,Surat,"Skills :Mechanic, diesel, tract  machining processes, Design  develop new moulds, fixtures",Candidate should be ITI- Diesel Mechanic/ Tractor Mechanic/ Diploma Mechanic. Should have 6 months or 1 year of experience as Service Engineer. Freshers can also apply. Job Timing : 9:00am
Senior Analytical Scientist,MyCitySurat,4 to 6 Yrs,Surat,"Skills :analytical chemistry, analytical development, analytical",Candidate should be B.Sc. / M.Sc. / PhD (Analytical Chemistry). Should have 4-6 years of experience in Analytical Development Lab. Job Timing : 11.00AM to 7.00PM. Salary : Upto Rs.50000/-PM.
Sales Trainer,MyCitySurat,2 to 3 Yrs,Surat,"Skills :sales, business development, good communication skills",Candidate should Graduate. Should have 2 to 3 years of experience in same field. Should have good explaining skills. Job timing : 10:30am - 7:00pm. Salary : Rs.15000/- to 20000/-PM
Sales Manager,MyCitySurat,1 Yrs,Surat,"Skills :sales, business development, good communication skills",Candidate should be Diploma in Electrical/Electronics. Should have minimum 1 years of experience as manager in Electrical/Automation Sales. Sales Area: Bharuch to Vapi. Job timing : 9:30am - 6:30pm. Salary:
"Sales Executive, Male",MyCitySurat,1 to 3 Yrs,Surat,"Skills :sales, business development, good communication skills","Candidate should be Graduate. Should have 1-3 years of experience in Sales Field. Job Timing : 10.00AM to 7.00PM. Salary : Upto Rs.18000/-PM. ,"
Sales Executive,MyCitySurat,1 to 2 Yrs,Surat,"Skills :sales, business development, good communication skills",Candidate should be HSC or Above. Should have 1-2 years of experience as Sales Executive in Broadband line. Job Timing : 9.30am - 7.30pm. Salary : Rs.10000/- to 15000/-PM +
Sales Executive,MyCitySurat,1 to 2 Yrs,Surat,"Skills :sales, business development, good communication skills",Candidate should be Graduate. Should have 1-2 years of experience in FMCG Industry. Should have Vehicle and Licence Compulsory. Job Timing : 9:00am - 6:00pm. Salary : Upto Rs.10000/-PM +
Sales Executive,MyCitySurat,1 to 2 Yrs,Surat,"Skills :sales, business development, good communication skills",Candidate should be HSC / Graduate. Should have 1 to 2 years of experience in sales of Lights and Switches. Job Timing : 9:30am - 7:30pm. Salary : Rs.15000/- to
Android Application Developer,Vasundhara Vision,0 to 2 Yrs,Surat,"Skills :android, sqlite, json, c++, api","Vasundhara Vision is one of the fastest growing IT Company in Surat, we have a vacancy for Sr./Jr Android Developer. Responsibilities Design, build, and maintain high performance, reusable, and reliable"
Hiring for Faculty,MyCitySurat,0 to 1 Yr,Surat,"Skills :tally, teaching, photoshop, coreldraw, ccc","Candidate should be Graduate. Should have good knowledge and command over Ms Office, CCC, Tally GST, Photoshop, CorelDraw. Should have teaching experience in same field. Fresher can apply. Job timing"
E-Commerce Executive,MyCitySurat,0 to 1 Yr,Surat,"Skills :communication, good, personality, skill, business","Candidate should be HSC/Graduate. Should have 6 months to 1 year of experience in B2C portals like Amazon, Flipkart, etc. Job Timing : 10:00am - 6:30pm. Salary : Starts from"
E-Commerce Executive,MyCitySurat,1 to 2 Yrs,Surat,"Skills :selling, ecommerce, upload, order, processing","Candidate should be Graduate. Should have 1-2 years of experience of E-commerce Selling like Ebay, Amazon, etc. Male / Female both can apply. Job Timing : 10.00AM to 6.00PM (for"
Jr. Finance Executive,MyCitySurat,1 to 5 Yrs,Surat,"Skills :mis, finance, taxation, cash, formulation","Candidate should be B.Com/B.B.A.(Finance). Should have 1 to 5 years of experience. Compulsory 55% or equivalent CPI/SPI in SSC, HSC and graduation. Job Timing : 10:00am - 7:00pm. Salary :"
Relationship Manager For a Private Bank.,EssNee Management Consultants,4 to 9 Yrs,Surat,"Skills :sales, marketing, insurance, customer relations, banking",Achieve personal and business unit goals by implementing a variety of Relationship deepening technique and new business acquisition activities Acquiring and managing Resident and NRI clients Collaboration with product specialists
Writer par Excellence and Digital Marketing Ninja,Triveni Sarees,2 to 7 Yrs,Surat,"Skills :ads, edge, design, writing, fashion","ROLE: Product selection and cataloging. Our products are most effective when described well, which includes: Classifying, selecting and cataloging the range of Indian ethnic wear on our site. Manage and"
