Title,Company,Qualifications,Description,Location
Electrical Technician,Corpteam solutions,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of Electrical Technician jobs....,Hyderabad
Customer care executive,KABALIKRUT GROUP,Certificate Course (ITI),Job Description:Candidate should be comfortable to speak In English.Candidate should be comfortable to work in night shifts.Candidates shou...,Chandigarh
Electrical Technician,Voltech HR Services Private Limited,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of Electrical Technician jobs....,Hyderabad
ITI Electrician,Stem Learning Pvt. Ltd.,Certificate Course (ITI),Ltd.. Register with Teamlease to apply online for similar kind of ITI Electrician jobs....,Hyderabad
Electrician Maintenance,Hyderabad Food Products Pvt Ltd,Diploma,Register with Teamlease to apply online for similar kind of Electrician Maintenance jobs....,Hyderabad
Technician Electrical,GOSOLGEN Renewables Pvt Ltd,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of Technician Electrical jobs....,Hyderabad
Electrician,Apollo Hospitals,Certificate Course (ITI),Register with Teamlease to apply online for similar kind of Electrician jobs....,Hyderabad
Electrician,ISS Facility Services,Certificate Course (ITI),5 to 12 years of experience via ISS Facility Services. Register with Teamlease to apply online for similar kind of Electrician jobs....,Hyderabad
Japanese Translator,Tata Autocomp Systems Ltd,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Japanese Translator jobs....,Ahmedabad
Educational Specialist Maths,Educational Initiatives,BA,Register with Teamlease to apply online for similar kind of Educational Specialist Maths jobs....,Ahmedabad
Translator Reviewer,Anash Clinical Research Solutions,BA,Register with Teamlease to apply online for similar kind of Translator Reviewer jobs....,Ahmedabad
Finance Executive,Executive Search,B.Com,Register with Teamlease to apply online for similar kind of Finance Executive jobs....,Delhi
Project Coordinator,mbsap,BA,Register with Teamlease to apply online for similar kind of Project Coordinator jobs....,Delhi
Localization Project Coordinator,Somya Translators,BA,Register with Teamlease to apply online for similar kind of Localization Project Coordinator jobs....,Delhi
GERMAN language Translator,Prasha Consultancy Services Pvt. Ltd.,12th Pass (HSE),Ltd. . Register with Teamlease to apply online for similar kind of GERMAN language Translator jobs....,Delhi
Teaching Faculty,D Cube Studio,BE/B.Tech,Job location:  Mettupalayam-CoimbatoreJob description:To train school children from Grade 4 to Grade 9 in 3D Designing. English c...,Coimbatore
HR Executive,Somya Translators,BBA/BBM,Register with Teamlease to apply online for similar kind of HR Executive jobs....,Delhi
Indian Language Translator,Somya Translators,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Indian Language Translator jobs....,Delhi
Customer Care Officer Translator,Wordnony,BA,Register with Teamlease to apply online for similar kind of Customer Care Officer Translator jobs....,Delhi
Hindi to English Translator,Mind Works Global,BA,Register with Teamlease to apply online for similar kind of Hindi to English Translator jobs....,Delhi
Business Development Executive,Somya Translators,MBA/PGDM,Register with Teamlease to apply online for similar kind of Business Development Executive jobs....,Delhi
Assistant Nail Artist,Nailz by Hemant Kochhar,10th Pass (SSC),Perform on customer handling & nail care services.Training will be provided by the company.We train on international standards.We are l...,Noida
Assistant,Nailz by Hemant Kochhar,10th Pass (SSC),"Perform on Nailcare Services, Customer handling , Training will be provided by company free of cost.You will learn international ...",Noida
Marketing Executive,Rathore food processing industries,Diploma,"I want sales executive for all india operations, We are manufacture of fmcg food products, We are merchant Exporter and domestic ...",Ujjain
Sales and Marketing Executive,Innova Unified Management Services (P) Ltd,MBA/PGDM,Register with Teamlease to apply online for similar kind of Sales and Marketing Executive jobs....,Kolkata
Executive Senior Executive Trade Marketing,APEEJAY TEA LTD,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Executive Senior Executive Trade Marketing jobs....,Kolkata
Debtors Collection Sr Executive,SMVA Consultants,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Debtors Collection Sr Executive jobs....,Kolkata
Tele Sales Executive,SMVA Consultants,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Tele Sales Executive jobs....,Kolkata
Executive Procurement,Genius Consultants,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Executive Procurement jobs....,Kolkata
Executive Assistant,apna_HR,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Executive Assistant jobs....,Kolkata
Ecommerce Executive,SMVA Consultants,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Ecommerce Executive jobs....,Kolkata
Business Development Executive,Precise Group of Companies,12th Pass (HSE),5 years of experience via Precise Group of Companies. Register with Teamlease to apply online for similar kind of Business Development Execu...,Kolkata
Real Estate Sales Executive,99 Home Search,MBA/PGDM,Register with Teamlease to apply online for similar kind of Real Estate Sales Executive jobs....,Kolkata
Area sales manager,Casey foods,B.Com,We are requiring candidates for the position of AREA SALES MANAGER to manage the districts of KORAPUT & RAYAGADA..Skills required:Minim...,Anywhere in India
Business Development Executive,TruckHall,BBA/BBM,Register with Teamlease to apply online for similar kind of Business Development Executive jobs....,Kolkata
Front End Executive,Grow salt lake,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Front End Executive jobs....,Kolkata
Business Development Executive,THINKWOOD,12th Pass (HSE),5 to 7 years of experience via THINKWOOD. Register with Teamlease to apply online for similar kind of Business Development Executive jobs....,Kolkata
Tele Caller Executive,ICA Edu Skills,BBA/BBM,Register with Teamlease to apply online for similar kind of Tele Caller Executive jobs....,Kolkata
Tele Caller Executive Female,MNP SKILL DEVELOPMENT,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Tele Caller Executive Female jobs....,Kolkata
Business Development Executive,Sleek International Pvt. Ltd.,MBA/PGDM,Ltd.. Register with Teamlease to apply online for similar kind of Business Development Executive jobs....,Kolkata
Marketing Executive,Zodiac packers and movers,BA,"Requirements for markting executive femaleZodiac packers and movers, Only for female,  not male ...",Delhi
Business Executive,Prattya,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Business Executive jobs....,Kolkata
TELE CALLER EXECUTIVE FEMALE,MNP SKILL DEVELOPMENT,12th Pass (HSE),Register with Teamlease to apply online for similar kind of TELE CALLER EXECUTIVE FEMALE jobs....,Kolkata
Senior Sales Executive,ALTIUS Realty Servcies,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Senior Sales Executive jobs....,Kolkata
Sales Executive,STIC Travels Group,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Sales Executive jobs....,Kolkata
Senior Accounts Executive Male,Bright Stars,B.Com,5 years of experience via Bright Stars. Register with Teamlease to apply online for similar kind of Senior Accounts Executive Male jobs....,Kolkata
Telecalling officer,Freshosoft,BA,Register with Teamlease to apply online for similar kind of Telecalling officer jobs....,Kolkata
Senior Audit Executive,SDP & Associates,B.Com,Register with Teamlease to apply online for similar kind of Senior Audit Executive jobs....,Kolkata
Financial Account executive,Abybaby Events Private Limited,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Financial Account executive jobs....,Kolkata
Client Servicing Executive,ALLINDIA,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Client Servicing Executive jobs....,Kolkata
Tally Executive,Ziatech Solutions,B.Com,Register with Teamlease to apply online for similar kind of Tally Executive jobs....,Kolkata
Customer Support Executive,OPTO Marketing Co. Pvt. Ltd.,BA,Pvt. Ltd.. Register with Teamlease to apply online for similar kind of Customer Support Executive jobs....,Kolkata
Senior Accounts Executive,APEEJAY INFRA LOGISTICS PRIVATE LIMITED,B.Com,Register with Teamlease to apply online for similar kind of Senior Accounts Executive jobs....,Kolkata
Sr Executive Executive Taxation,Mani Group,B.Com,Register with Teamlease to apply online for similar kind of Sr Executive Executive Taxation jobs....,Kolkata
Senior Executive Accounts and Administration,360 studiored,B.Com,Register with Teamlease to apply online for similar kind of Senior Executive Accounts and Administration jobs....,Kolkata
Finance and Accounts Executive,AAFRA,B.Com,Register with Teamlease to apply online for similar kind of Finance and Accounts Executive jobs....,Kolkata
Executive Revenue,Amtex Systems Pvt Ltd,B.Com,Register with Teamlease to apply online for similar kind of Executive Revenue jobs....,Kolkata
Junior Client Servicing Executive,360 studiored,BA,Register with Teamlease to apply online for similar kind of Junior Client Servicing Executive jobs....,Kolkata
Marketing Executive,newAmps Consulting Pvt. Ltd.,BA,Ltd.. Register with Teamlease to apply online for similar kind of Marketing Executive jobs....,Kolkata
Sales Marketing,Ozell Cooner Paints,BEd,Register with Teamlease to apply online for similar kind of Sales Marketing jobs....,Delhi
Executive Senior Executive,Mani Square,BA,Register with Teamlease to apply online for similar kind of Executive Senior Executive jobs....,Kolkata
Accounts Executive,PACKRAFT INDIA,B.Com,Register with Teamlease to apply online for similar kind of Accounts Executive jobs....,Kolkata
Accounts Finance Executive,Ultimate Digital Solutions Pvt. Ltd,B.Com,Ltd. Register with Teamlease to apply online for similar kind of Accounts Finance Executive jobs....,Kolkata
Content Writer,Adiba Infotech Pvt. Ltd,BA,Ltd. Register with Teamlease to apply online for similar kind of Content Writer jobs....,Kolkata
Content Writer,Webstummer Infolab,BA,Register with Teamlease to apply online for similar kind of Content Writer jobs....,Kolkata
Painter,Studio Mahatta,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Painter jobs....,Pune
Content Writer for Websites Blogs,Digital Medio,BA,Register with Teamlease to apply online for similar kind of Content Writer for Websites Blogs jobs....,Kolkata
WELDER,poddar consultancy,10th Pass (SSC),Register with Teamlease to apply online for similar kind of WELDER jobs....,Kolkata
Content Writer,Nak Infotech Pvt Ltd,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Content Writer jobs....,Kolkata
Internship Content Writer,CloudSire Solutions LLP,BA,Register with Teamlease to apply online for similar kind of Internship Content Writer jobs....,Kolkata
Welder,Intelact Business Solutions,Diploma,Register with Teamlease to apply online for similar kind of Welder jobs....,Mumbai
Sales Executive,PAYTM,B.Com,Position: Sales ExecutiveReporting to: Team Leader   Job Description: Complete field work/Feet on streetAcquisition of merch...,Bangalore
Field Sales Executive,Aishwarya laxmi agromart pvt ltd,Diploma,Marketing executiveMarketing executives contribute to and develop integrated marketing campaigns. Tasks can involve:Liaising and netwo...,Bhagalpur
Welder,Weather Cool Sales Pvt Ltd,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Welder jobs....,Mumbai
Carpenter,updater services (P) ltd -,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Carpenter jobs....,Chennai
Accounts Executive,Bright Stars,B.Com,5 years of experience via Bright Stars. Register with Teamlease to apply online for similar kind of Accounts Executive jobs....,Kolkata
Carpenter,F1 Info Solutions & Services Private Limited,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Carpenter jobs....,Bangalore
Executive Accounts,Mani Group,B.Com,Register with Teamlease to apply online for similar kind of Executive Accounts jobs....,Kolkata
Carpenter,Dezine Display Solutions Pvt. Ltd.,10th Pass (SSC),Ltd. . Register with Teamlease to apply online for similar kind of Carpenter jobs....,Bangalore
Staff Nurse Gynaec,Panacea Healthcare Management,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Staff Nurse Gynaec jobs....,Ahmedabad
Accounts Executive,Duronto Footwear,B.Com,Register with Teamlease to apply online for similar kind of Accounts Executive jobs....,Kolkata
Junior Accounts Executive,AUTOCITY SERVICES,B.Com,Register with Teamlease to apply online for similar kind of Junior Accounts Executive jobs....,Kolkata
Staff Nurse ICU,Goenka Hospital,10th Pass (SSC),Register with Teamlease to apply online for similar kind of Staff Nurse ICU jobs....,Ahmedabad
compliance Executive,Eminent India Pvt Ltd,LLB,Register with Teamlease to apply online for similar kind of compliance Executive jobs....,Kolkata
Carpenter,Yors HR Services Private Limited,12th Pass (HSE),Register with Teamlease to apply online for similar kind of Carpenter jobs....,Pune
